latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.51845,-73.75195,41.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),sunshine_duration (s),temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_hours (h)
1975-10-23,3,22220.91,9.4,14.0,6.2,0.0
1975-10-24,3,33278.54,12.9,19.8,7.2,0.0
1975-10-25,53,26772.66,14.7,20.3,11.0,9.0
1975-10-26,51,25926.91,9.4,11.6,6.8,1.0
1975-10-27,3,33293.14,8.1,13.4,3.3,0.0
1975-10-28,1,33064.97,10.6,17.1,5.2,0.0
1975-10-29,3,24770.85,11.0,13.4,6.8,0.0
1975-10-30,51,23342.56,3.6,6.2,1.5,1.0
1975-10-31,3,32310.38,1.5,3.7,-1.1,0.0
1975-11-01,61,0.00,6.2,9.5,2.7,12.0
1975-11-02,3,32016.74,8.5,11.6,5.0,0.0
1975-11-03,51,19174.19,12.2,15.8,9.3,2.0
1975-11-04,51,28632.74,12.5,14.4,11.1,2.0
1975-11-05,2,29318.74,8.9,11.1,4.2,0.0
1975-11-06,0,31665.50,6.8,12.5,1.3,0.0
1975-11-07,51,25410.29,13.1,18.7,9.1,1.0
1975-11-08,61,18920.98,15.3,18.6,13.8,16.0
1975-11-09,3,31385.54,11.4,14.5,8.4,0.0
1975-11-10,63,140.55,10.9,14.3,8.3,11.0
1975-11-11,3,31015.25,9.0,11.0,5.5,0.0
1975-11-12,61,15182.62,6.7,10.7,2.2,5.0
1975-11-13,61,0.00,8.2,9.7,4.9,19.0
1975-11-14,75,0.00,1.7,4.5,0.1,24.0
1975-11-15,73,29843.86,0.3,2.1,-1.4,6.0
1975-11-16,51,22078.75,3.1,5.3,1.0,2.0
1975-11-17,3,15545.23,3.7,6.0,1.5,0.0
1975-11-18,2,29563.20,4.9,8.4,2.6,0.0
1975-11-19,3,19731.06,1.5,3.8,-0.5,0.0
1975-11-20,3,28496.59,1.6,3.1,0.2,0.0
1975-11-21,61,0.00,3.2,6.0,-0.1,12.0
1975-11-22,51,14886.00,1.3,5.0,-1.5,3.0
1975-11-23,3,17953.37,-1.9,0.1,-4.1,0.0
1975-11-24,3,29059.28,-3.0,-0.4,-5.2,0.0
1975-11-25,3,19537.77,-4.8,-2.8,-6.3,0.0
1975-11-26,3,27225.67,-5.1,-2.3,-7.5,0.0
1975-11-27,75,0.00,-1.5,0.8,-4.6,14.0
1975-11-28,71,10601.71,0.8,2.7,-1.3,8.0
1975-11-29,71,18764.92,-3.9,-1.7,-5.5,1.0
1975-11-30,71,24109.43,4.2,7.9,-3.6,15.0
1975-12-01,61,24129.65,3.7,9.6,-1.0,12.0
1975-12-02,73,19777.35,-2.0,-0.1,-3.8,6.0
1975-12-03,73,5578.08,-3.6,-1.7,-7.2,14.0
1975-12-04,3,22150.57,-8.4,-6.6,-10.3,0.0
1975-12-05,3,15163.62,-3.5,1.6,-8.5,0.0
1975-12-06,73,0.00,2.9,6.5,-7.4,12.0
1975-12-07,3,27469.80,-9.2,-7.6,-11.3,0.0
1975-12-08,3,10079.81,-9.2,-6.5,-11.2,0.0
1975-12-09,73,11766.40,-5.0,1.2,-9.3,6.0
1975-12-10,71,0.00,1.7,2.9,-0.2,12.0
1975-12-11,3,26070.99,-2.3,0.7,-7.0,0.0
1975-12-12,2,27309.96,-8.1,-4.8,-10.5,0.0
1975-12-13,73,21128.50,-10.5,-3.5,-14.7,7.0
1975-12-14,73,19100.20,4.1,7.8,-2.0,12.0
1975-12-15,63,0.00,4.4,9.4,-7.7,14.0
1975-12-16,3,27137.82,-10.8,-8.6,-12.6,0.0
1975-12-17,73,0.00,-9.9,-5.9,-13.9,13.0
1975-12-18,71,17256.30,-10.0,-5.8,-17.3,10.0
1975-12-19,3,27070.21,-21.8,-17.7,-24.5,0.0
1975-12-20,71,20379.84,-22.1,-19.4,-25.0,6.0
1975-12-21,71,25945.25,-15.2,-11.2,-19.2,7.0
1975-12-22,3,15399.17,-11.7,-5.8,-15.6,0.0
1975-12-23,3,27057.70,-12.3,-9.9,-18.5,0.0
1975-12-24,3,27068.32,-19.3,-16.7,-22.0,0.0
1975-12-25,73,107.45,-15.5,-10.2,-19.3,9.0
1975-12-26,75,0.00,-6.8,-2.9,-10.1,24.0
1975-12-27,71,27132.60,-7.4,-3.8,-12.7,5.0
1975-12-28,3,27164.72,-14.3,-10.5,-18.3,0.0
1975-12-29,3,27202.11,-16.3,-13.1,-20.6,0.0
1975-12-30,75,0.00,-9.6,-0.8,-17.6,14.0
1975-12-31,73,5821.66,-0.2,1.8,-4.1,4.0
1976-01-01,2,27345.31,-7.8,-4.9,-14.3,0.0
1976-01-02,3,27277.80,-15.9,-12.4,-20.1,0.0
1976-01-03,75,0.00,-4.3,-1.6,-11.1,22.0
1976-01-04,3,19975.50,-8.6,-3.2,-15.3,0.0
1976-01-05,2,27607.03,-19.2,-15.9,-21.7,0.0
1976-01-06,3,23201.80,-14.6,-8.5,-21.1,0.0
1976-01-07,73,0.00,-4.3,-0.3,-9.2,15.0
1976-01-08,71,19611.37,-14.2,-5.3,-19.7,1.0
1976-01-09,71,27956.68,-18.3,-13.7,-21.4,3.0
1976-01-10,3,28057.18,-18.9,-15.5,-22.2,0.0
1976-01-11,73,11197.65,-22.6,-18.5,-27.0,8.0
1976-01-12,73,12821.26,-15.9,-13.7,-18.3,15.0
1976-01-13,3,12146.64,-13.3,-6.1,-19.1,0.0
1976-01-14,75,25205.64,-4.4,-2.4,-6.4,12.0
1976-01-15,71,28497.62,-11.3,-6.7,-17.6,3.0
1976-01-16,73,0.00,-12.8,-2.6,-18.6,17.0
1976-01-17,3,28688.42,-15.4,-5.8,-20.2,0.0
1976-01-18,0,28807.79,-22.9,-20.8,-25.7,0.0
1976-01-19,71,28627.95,-22.3,-16.9,-26.4,1.0
1976-01-20,73,14030.88,-8.1,-3.2,-16.1,22.0
1976-01-21,73,223.23,-4.4,-3.1,-5.7,11.0
1976-01-22,73,28833.27,-15.1,-5.2,-25.6,12.0
1976-01-23,71,29567.61,-26.4,-24.3,-28.6,6.0
1976-01-24,73,29113.36,-25.3,-20.7,-29.9,5.0
1976-01-25,71,28825.09,-19.9,-16.1,-23.4,1.0
1976-01-26,73,0.00,-2.2,4.7,-15.5,24.0
1976-01-27,73,0.00,1.6,4.5,-1.3,23.0
1976-01-28,73,11949.16,-3.4,-1.4,-7.1,15.0
1976-01-29,73,0.00,-4.7,-1.3,-7.5,17.0
1976-01-30,3,27128.66,-13.0,-7.5,-15.3,0.0
1976-01-31,3,26179.34,-16.4,-13.2,-19.6,0.0
1976-02-01,71,2637.43,-4.9,1.4,-12.3,9.0
1976-02-02,75,11512.08,-11.2,1.2,-21.0,15.0
1976-02-03,71,31119.41,-13.6,-8.3,-20.1,6.0
1976-02-04,73,11948.42,-8.2,-3.0,-10.9,8.0
1976-02-05,3,29740.38,-14.8,-11.4,-17.7,0.0
1976-02-06,3,31193.61,-15.8,-12.1,-19.0,0.0
1976-02-07,71,31485.05,-14.6,-12.1,-16.2,2.0
1976-02-08,73,85.28,-8.6,-4.7,-13.8,23.0
1976-02-09,3,28774.79,-7.2,-4.9,-8.5,0.0
1976-02-10,71,16286.50,-4.8,-0.3,-9.1,8.0
1976-02-11,71,24957.89,-0.1,1.4,-3.8,11.0
1976-02-12,73,26808.18,-9.3,-4.5,-12.6,10.0
1976-02-13,73,20848.62,-0.0,4.5,-6.6,8.0
1976-02-14,3,33535.12,-9.3,-5.8,-12.8,0.0
1976-02-15,75,7860.98,-7.3,4.1,-14.0,8.0
1976-02-16,53,30712.68,-1.1,4.7,-3.5,4.0
1976-02-17,75,5277.21,-3.6,-2.0,-5.5,14.0
1976-02-18,75,0.00,-3.9,0.3,-7.5,12.0
1976-02-19,71,1305.67,1.4,3.0,-0.4,19.0
1976-02-20,3,34684.71,-2.8,-0.7,-5.6,0.0
1976-02-21,75,8113.96,-4.5,-0.5,-8.9,10.0
1976-02-22,75,0.00,-2.0,0.3,-7.8,22.0
1976-02-23,3,35110.99,-12.4,-8.8,-15.0,0.0
1976-02-24,71,33193.64,-5.3,0.9,-12.8,6.0
1976-02-25,3,35327.04,-1.1,3.1,-4.7,0.0
1976-02-26,51,24282.63,1.2,4.4,-0.5,1.0
1976-02-27,53,35545.34,1.2,3.6,-2.9,6.0
1976-02-28,73,15783.84,-5.9,-3.2,-8.5,12.0
1976-02-29,75,0.00,-5.7,-0.7,-11.5,10.0
1976-03-01,3,35144.25,-6.0,-2.5,-8.6,0.0
1976-03-02,73,7344.17,-12.0,-9.3,-14.0,12.0
1976-03-03,73,0.00,-10.2,-6.6,-13.4,9.0
1976-03-04,73,0.00,-3.2,-0.3,-6.5,20.0
1976-03-05,61,11471.34,3.5,10.0,-0.5,10.0
1976-03-06,71,18442.95,-3.0,0.9,-7.1,1.0
1976-03-07,73,25480.21,-5.2,-1.9,-7.5,11.0
1976-03-08,3,37603.34,-9.1,-6.2,-12.5,0.0
1976-03-09,3,36991.15,-10.3,-5.1,-15.2,0.0
1976-03-10,73,20429.03,-5.2,0.0,-10.3,9.0
1976-03-11,75,23597.99,-3.5,-1.9,-8.8,14.0
1976-03-12,75,27840.29,-8.8,-3.6,-13.7,4.0
1976-03-13,75,0.00,0.0,3.9,-3.2,22.0
1976-03-14,71,37704.12,-3.9,-0.3,-7.9,3.0
1976-03-15,73,37998.55,-2.8,-0.3,-8.2,4.0
1976-03-16,75,2017.93,-10.4,-8.9,-12.8,12.0
1976-03-17,73,19507.92,-9.2,-6.4,-11.0,16.0
1976-03-18,3,39996.67,-11.9,-7.7,-15.8,0.0
1976-03-19,73,0.00,-6.4,-3.0,-10.6,16.0
1976-03-20,3,37668.25,3.1,9.1,-5.1,0.0
1976-03-21,63,3443.57,5.2,7.3,-2.7,11.0
1976-03-22,3,40773.18,-10.6,-4.4,-14.5,0.0
1976-03-23,71,38471.93,-4.4,3.6,-12.5,2.0
1976-03-24,3,41154.89,3.6,8.8,-0.6,0.0
1976-03-25,53,11654.23,4.5,6.1,2.1,7.0
1976-03-26,51,41533.32,1.7,4.7,-1.5,1.0
1976-03-27,55,41722.93,6.9,12.2,2.6,4.0
1976-03-28,51,26242.15,3.1,7.5,-1.3,5.0
1976-03-29,3,42102.60,0.4,4.8,-3.7,0.0
1976-03-30,3,42292.43,2.0,6.0,-1.7,0.0
1976-03-31,53,10684.55,4.2,7.3,1.7,5.0
1976-04-01,63,0.00,3.4,4.1,2.0,22.0
1976-04-02,3,40330.85,2.3,5.9,-1.4,0.0
1976-04-03,2,43037.48,2.4,6.6,-0.6,0.0
1976-04-04,3,43113.29,-1.4,1.7,-3.9,0.0
1976-04-05,71,38558.72,1.5,7.1,-2.7,2.0
1976-04-06,3,43200.00,1.9,6.0,-1.3,0.0
1976-04-07,2,43200.00,-0.0,4.8,-4.1,0.0
1976-04-08,3,42181.79,-1.3,2.4,-4.3,0.0
1976-04-09,1,43431.87,-1.5,4.6,-6.3,0.0
1976-04-10,2,43443.10,2.4,9.0,-4.5,0.0
1976-04-11,73,31315.33,-1.9,1.8,-6.6,9.0
1976-04-12,3,43718.86,-5.6,-0.6,-9.9,0.0
1976-04-13,2,40802.62,2.0,9.0,-3.1,0.0
1976-04-14,3,44153.29,4.2,12.0,-1.8,0.0
1976-04-15,61,41126.84,8.4,15.3,0.4,6.0
1976-04-16,3,41003.56,9.6,17.3,5.3,0.0
1976-04-17,3,34474.53,9.2,17.4,5.3,0.0
1976-04-18,3,44168.34,13.5,21.6,6.2,0.0
1976-04-19,3,45010.59,16.2,24.1,9.0,0.0
1976-04-20,3,45269.21,12.1,16.8,7.7,0.0
1976-04-21,51,42710.38,10.3,19.0,3.5,1.0
1976-04-22,61,25483.53,12.9,18.0,8.4,12.0
1976-04-23,61,17021.43,8.2,11.5,4.8,6.0
1976-04-24,3,45368.85,6.1,12.1,0.6,0.0
1976-04-25,3,21764.83,4.2,7.8,1.1,0.0
1976-04-26,73,0.00,2.4,3.7,1.3,24.0
1976-04-27,53,0.00,5.4,9.1,2.3,19.0
1976-04-28,51,15988.19,6.5,10.1,3.7,9.0
1976-04-29,3,43801.39,9.1,15.1,3.7,0.0
1976-04-30,3,44195.64,8.8,14.3,2.2,0.0
1976-05-01,61,31931.43,9.7,16.8,1.2,7.0
1976-05-02,61,39102.86,12.6,16.8,9.5,8.0
1976-05-03,51,18562.48,9.3,12.5,5.7,8.0
1976-05-04,51,41996.44,6.0,8.8,3.2,2.0
1976-05-05,51,31365.17,11.1,17.3,3.2,8.0
1976-05-06,53,11948.70,10.2,17.4,5.8,8.0
1976-05-07,75,0.00,3.1,6.8,1.7,22.0
1976-05-08,51,45341.36,5.7,10.8,1.8,8.0
1976-05-09,3,48757.38,8.9,15.4,3.1,0.0
1976-05-10,3,49230.60,12.7,21.0,4.0,0.0
1976-05-11,63,28984.69,14.7,22.0,11.0,9.0
1976-05-12,61,23680.27,9.4,12.3,6.5,8.0
1976-05-13,3,49518.19,10.4,16.7,4.7,0.0
1976-05-14,53,26458.33,13.4,20.1,6.6,9.0
1976-05-15,0,49648.98,14.3,21.3,7.8,0.0
1976-05-16,3,47814.58,16.4,23.2,8.3,0.0
1976-05-17,61,49305.23,18.6,23.3,15.5,10.0
1976-05-18,61,0.00,10.5,15.0,6.3,16.0
1976-05-19,63,0.00,8.1,11.7,6.0,17.0
1976-05-20,51,26293.88,8.4,11.8,5.5,10.0
1976-05-21,51,42488.13,9.5,13.5,5.4,1.0
1976-05-22,53,30544.00,9.8,13.0,7.2,9.0
1976-05-23,51,13443.91,10.0,11.8,7.0,8.0
1976-05-24,51,34398.05,11.6,14.8,9.1,6.0
1976-05-25,51,50243.64,12.5,16.2,8.2,1.0
1976-05-26,51,50335.46,13.2,17.2,8.4,3.0
1976-05-27,3,50351.29,16.4,23.4,10.6,0.0
1976-05-28,3,50756.41,16.9,24.7,7.5,0.0
1976-05-29,3,49888.42,17.9,23.8,11.0,0.0
1976-05-30,3,48922.91,18.7,24.7,11.7,0.0
1976-05-31,61,36478.75,19.1,25.3,13.4,7.0
1976-06-01,55,50420.20,13.8,18.1,9.4,5.0
1976-06-02,3,50877.09,14.4,19.1,8.7,0.0
1976-06-03,53,50695.49,15.1,20.9,8.6,1.0
1976-06-04,3,50608.69,16.4,22.5,8.4,0.0
1976-06-05,3,50506.07,19.6,26.8,12.0,0.0
1976-06-06,3,44349.08,21.2,27.8,14.2,0.0
1976-06-07,51,48725.97,22.8,30.1,16.0,6.0
1976-06-08,61,47303.03,22.6,28.8,17.8,4.0
1976-06-09,3,50804.86,20.6,24.3,17.5,0.0
1976-06-10,3,50806.37,23.0,29.6,16.0,0.0
1976-06-11,61,23197.69,20.4,24.3,13.5,10.0
1976-06-12,3,50362.66,14.1,17.7,10.0,0.0
1976-06-13,53,50809.38,17.3,23.3,10.6,1.0
1976-06-14,63,41345.02,21.7,28.6,16.1,12.0
1976-06-15,63,50650.29,24.2,30.4,19.0,3.0
1976-06-16,63,32661.71,23.7,28.4,19.3,8.0
1976-06-17,51,46800.00,19.8,23.0,16.9,2.0
1976-06-18,3,50604.24,20.7,25.9,15.7,0.0
1976-06-19,53,50400.00,24.2,29.4,19.3,1.0
1976-06-20,61,14042.64,21.0,22.1,19.1,11.0
1976-06-21,51,41070.36,20.0,23.4,17.2,4.0
1976-06-22,61,22475.85,21.6,25.5,18.7,13.0
1976-06-23,51,49807.43,24.1,28.4,20.9,7.0
1976-06-24,3,46536.16,24.6,29.6,20.0,0.0
1976-06-25,61,39560.05,22.1,25.6,19.8,13.0
1976-06-26,63,46800.00,20.3,25.0,15.9,21.0
1976-06-27,51,35993.43,17.7,22.8,13.5,6.0
1976-06-28,51,50421.02,21.0,25.9,16.3,2.0
1976-06-29,53,40773.26,19.6,22.2,16.3,7.0
1976-06-30,63,28223.00,19.0,22.7,16.2,8.0
1976-07-01,63,43750.25,20.1,25.0,17.0,22.0
1976-07-02,63,46973.45,18.7,21.5,16.2,19.0
1976-07-03,51,40171.62,17.9,20.4,15.5,16.0
1976-07-04,2,50479.73,20.8,26.8,14.1,0.0
1976-07-05,2,50558.93,23.5,29.6,17.0,0.0
1976-07-06,1,50441.67,24.6,29.7,19.6,0.0
1976-07-07,51,38707.48,23.4,28.2,19.7,3.0
1976-07-08,61,33466.36,20.9,23.1,18.2,14.0
1976-07-09,3,50446.76,19.8,23.9,15.9,0.0
1976-07-10,51,35197.51,20.2,25.4,15.1,3.0
1976-07-11,63,32918.01,21.0,25.3,18.6,14.0
1976-07-12,61,28798.47,18.0,19.4,15.6,10.0
1976-07-13,55,0.00,16.4,18.7,14.7,11.0
1976-07-14,51,28655.63,18.0,20.6,16.0,3.0
1976-07-15,3,50400.00,20.1,25.2,14.0,0.0
1976-07-16,61,29719.10,21.0,25.4,16.1,8.0
1976-07-17,51,48727.80,19.1,21.4,16.7,4.0
1976-07-18,51,50400.00,18.5,22.7,15.1,4.0
1976-07-19,3,50400.00,21.1,26.6,15.6,0.0
1976-07-20,61,36343.69,22.5,27.1,18.9,7.0
1976-07-21,53,50400.00,19.4,22.7,15.8,3.0
1976-07-22,0,50392.93,17.6,21.6,12.5,0.0
1976-07-23,51,45935.63,20.9,26.1,15.1,6.0
1976-07-24,61,32432.92,19.6,22.0,15.4,13.0
1976-07-25,3,37374.17,15.5,18.7,11.8,0.0
1976-07-26,55,31314.55,17.4,22.7,11.0,3.0
1976-07-27,63,48447.71,20.8,24.7,18.1,8.0
1976-07-28,3,48060.43,19.1,23.8,14.1,0.0
1976-07-29,53,35135.88,19.2,23.9,14.0,4.0
1976-07-30,51,9736.29,20.0,22.7,17.5,2.0
1976-07-31,53,36571.67,20.4,24.6,17.5,8.0
1976-08-01,55,43960.53,18.8,22.9,16.0,8.0
1976-08-02,3,49132.88,15.5,18.1,12.3,0.0
1976-08-03,3,48991.78,17.1,22.1,11.3,0.0
1976-08-04,1,48848.87,20.5,25.9,15.2,0.0
1976-08-05,55,40114.69,21.1,25.4,17.2,3.0
1976-08-06,61,46839.80,17.7,20.9,14.6,6.0
1976-08-07,51,39108.56,16.2,20.5,11.6,3.0
1976-08-08,61,331.97,18.1,21.3,15.9,24.0
1976-08-09,61,0.00,19.0,21.1,17.5,18.0
1976-08-10,61,19507.63,19.5,23.1,17.9,12.0
1976-08-11,2,47808.76,21.7,27.6,16.1,0.0
1976-08-12,63,34653.77,22.0,27.1,17.6,9.0
1976-08-13,61,20631.28,20.8,23.5,18.7,14.0
1976-08-14,53,39482.39,20.0,23.3,17.6,15.0
1976-08-15,63,0.00,19.3,22.4,16.8,15.0
1976-08-16,51,32515.53,16.2,18.3,14.7,5.0
1976-08-17,3,46753.26,18.1,22.9,13.8,0.0
1976-08-18,3,46482.96,17.4,22.1,12.5,0.0
1976-08-19,3,44719.46,19.7,24.8,14.2,0.0
1976-08-20,3,43884.51,21.5,26.3,17.0,0.0
1976-08-21,2,44768.34,24.5,30.3,19.4,0.0
1976-08-22,3,44867.13,24.0,28.4,20.2,0.0
1976-08-23,61,43664.59,20.7,23.6,17.0,6.0
1976-08-24,3,44339.28,17.4,21.6,13.1,0.0
1976-08-25,3,44213.89,20.2,26.5,14.6,0.0
1976-08-26,3,39029.13,21.1,25.6,16.6,0.0
1976-08-27,3,43279.41,22.6,27.7,18.6,0.0
1976-08-28,61,20491.29,22.6,26.4,19.9,9.0
1976-08-29,63,42872.32,19.3,22.6,12.8,6.0
1976-08-30,3,21083.23,11.9,14.6,10.0,0.0
1976-08-31,3,43543.02,13.4,18.3,7.6,0.0
1976-09-01,61,0.00,14.7,16.4,13.3,20.0
1976-09-02,51,43374.36,12.8,15.9,9.0,3.0
1976-09-03,3,43293.86,14.0,18.9,9.0,0.0
1976-09-04,55,26516.63,17.4,21.3,14.1,14.0
1976-09-05,51,25298.11,15.4,16.4,12.7,4.0
1976-09-06,3,34686.88,13.1,17.2,9.9,0.0
1976-09-07,3,42744.77,14.0,19.4,8.7,0.0
1976-09-08,2,42630.98,14.5,19.8,9.0,0.0
1976-09-09,2,42516.55,14.7,20.1,9.7,0.0
1976-09-10,63,4746.60,15.9,20.1,13.5,16.0
1976-09-11,53,36295.84,13.3,15.8,10.8,9.0
1976-09-12,3,42170.64,13.7,18.9,9.1,0.0
1976-09-13,3,39949.64,18.0,25.2,11.9,0.0
1976-09-14,3,39997.19,20.5,26.1,15.7,0.0
1976-09-15,51,30362.64,19.2,23.7,16.8,3.0
1976-09-16,3,33740.14,17.6,21.1,14.3,0.0
1976-09-17,53,21076.15,18.1,21.7,14.7,3.0
1976-09-18,63,20735.19,18.9,22.2,17.3,24.0
1976-09-19,51,40173.44,19.3,24.1,15.9,4.0
1976-09-20,61,778.05,14.1,18.1,10.1,15.0
1976-09-21,51,11874.74,11.3,13.8,9.8,3.0
1976-09-22,53,26841.36,10.3,12.5,6.3,8.0
1976-09-23,61,16685.92,10.4,13.6,7.5,8.0
1976-09-24,3,33597.16,9.6,12.1,6.6,0.0
1976-09-25,51,37432.38,9.3,13.1,5.5,9.0
1976-09-26,63,18034.89,10.3,15.8,6.3,7.0
1976-09-27,61,27055.33,12.1,14.8,9.5,5.0
1976-09-28,51,38601.97,9.3,11.8,7.1,2.0
1976-09-29,51,31108.35,11.8,16.1,7.5,2.0
1976-09-30,3,38111.37,10.2,12.5,8.0,0.0
1976-10-01,1,38267.16,11.0,17.0,5.5,0.0
1976-10-02,3,37205.90,12.5,18.6,7.5,0.0
1976-10-03,3,37762.20,13.3,18.9,9.7,0.0
1976-10-04,2,38031.71,11.0,15.9,6.7,0.0
1976-10-05,3,37855.36,13.0,19.4,7.7,0.0
1976-10-06,3,29830.22,14.8,19.6,10.3,0.0
1976-10-07,51,271.79,13.3,15.2,11.2,9.0
1976-10-08,61,0.00,8.9,11.3,7.0,12.0
1976-10-09,63,0.00,7.3,8.4,6.5,17.0
1976-10-10,55,4910.89,5.8,7.9,4.0,13.0
1976-10-11,3,36697.72,5.6,9.1,2.7,0.0
1976-10-12,3,35293.91,6.8,11.7,2.6,0.0
1976-10-13,53,27114.19,11.6,17.5,7.3,11.0
1976-10-14,55,23836.77,7.2,11.3,4.9,10.0
1976-10-15,53,27372.26,7.6,12.9,3.0,7.0
1976-10-16,51,32839.41,6.9,8.5,5.2,2.0
1976-10-17,51,22916.45,3.5,5.5,1.2,5.0
1976-10-18,73,34055.86,2.5,4.9,0.8,5.0
1976-10-19,3,28974.32,1.4,3.7,-1.5,0.0
1976-10-20,71,0.00,3.3,5.1,1.7,21.0
1976-10-21,63,4900.06,6.0,7.8,4.6,13.0
1976-10-22,51,32611.26,4.4,6.5,3.2,9.0
1976-10-23,51,32185.04,3.6,6.0,1.6,4.0
1976-10-24,73,24530.74,1.3,4.5,-2.1,7.0
1976-10-25,73,7087.06,2.5,5.9,0.7,9.0
1976-10-26,73,33092.16,0.9,4.0,-1.5,3.0
1976-10-27,3,16942.09,-0.2,2.4,-2.0,0.0
1976-10-28,71,4391.06,0.7,3.3,-1.6,9.0
1976-10-29,51,30968.58,6.3,10.2,3.4,1.0
1976-10-30,3,24131.71,7.3,10.8,4.6,0.0
1976-10-31,61,0.00,4.7,6.8,1.7,20.0
1976-11-01,71,32091.79,1.1,2.9,-1.3,3.0
1976-11-02,71,31954.74,-0.9,1.4,-3.5,2.0
1976-11-03,73,16867.01,5.1,9.6,1.1,14.0
1976-11-04,53,8223.14,5.4,8.3,3.5,16.0
1976-11-05,51,14083.38,3.5,5.9,1.6,12.0
1976-11-06,51,31588.89,2.7,6.2,-1.3,4.0
1976-11-07,3,23408.09,1.6,4.1,-1.4,0.0
1976-11-08,3,27510.77,-1.9,0.4,-3.2,0.0
1976-11-09,71,31269.83,-3.5,-2.0,-5.3,2.0
1976-11-10,71,21455.60,-1.4,1.3,-3.2,9.0
1976-11-11,71,27297.29,-3.0,-2.0,-4.0,5.0
1976-11-12,3,30653.22,-3.3,0.2,-6.4,0.0
1976-11-13,3,29392.05,-2.1,1.6,-5.7,0.0
1976-11-14,3,16857.11,2.0,3.9,0.8,0.0
1976-11-15,71,7702.35,0.2,1.5,-1.3,11.0
1976-11-16,71,29869.17,0.9,4.4,-1.7,4.0
1976-11-17,3,29956.17,2.1,6.6,-0.8,0.0
1976-11-18,71,20910.16,2.4,5.0,1.1,9.0
1976-11-19,71,20850.45,2.4,5.3,0.3,12.0
1976-11-20,51,16269.97,-1.8,0.1,-2.9,1.0
1976-11-21,3,9829.83,-2.8,-1.1,-4.1,0.0
1976-11-22,3,12638.33,-2.0,0.1,-3.9,0.0
1976-11-23,3,16815.86,-0.9,0.4,-1.8,0.0
1976-11-24,3,21217.40,-1.5,0.7,-2.9,0.0
1976-11-25,71,27741.49,-0.9,2.2,-2.8,4.0
1976-11-26,71,0.00,2.8,7.6,-1.4,15.0
1976-11-27,61,0.00,7.2,11.6,4.9,19.0
1976-11-28,73,11708.94,2.5,4.2,0.7,9.0
1976-11-29,73,16205.60,-2.7,0.4,-5.2,14.0
1976-11-30,71,23372.41,-6.1,-3.5,-9.0,11.0
1976-12-01,3,25791.75,-6.4,-4.1,-9.4,0.0
1976-12-02,73,339.91,-5.0,-1.2,-16.7,11.0
1976-12-03,3,27707.66,-17.2,-12.8,-21.6,0.0
1976-12-04,3,21607.80,-12.2,-8.1,-16.0,0.0
1976-12-05,71,27422.68,-10.1,-5.4,-15.1,2.0
1976-12-06,3,18272.17,-6.9,-1.5,-12.2,0.0
1976-12-07,75,0.00,-1.2,1.6,-9.8,17.0
1976-12-08,3,26182.95,-17.4,-11.3,-21.1,0.0
1976-12-09,71,27377.76,-20.8,-16.1,-23.7,1.0
1976-12-10,73,7775.29,-15.5,2.0,-24.7,5.0
1976-12-11,73,24780.19,-8.2,3.1,-15.7,6.0
1976-12-12,73,94.04,-5.4,-1.0,-12.7,12.0
1976-12-13,73,27231.53,-15.9,-3.7,-22.6,9.0
1976-12-14,71,2116.53,-12.7,2.4,-24.4,2.0
1976-12-15,51,27155.35,0.5,2.6,-5.7,3.0
1976-12-16,71,18641.70,-5.4,-2.7,-7.7,5.0
1976-12-17,71,4292.44,-3.4,-1.2,-5.1,15.0
1976-12-18,3,27080.64,-9.7,-5.8,-15.6,0.0
1976-12-19,3,23244.63,-13.1,-8.7,-17.6,0.0
1976-12-20,73,0.00,-5.3,1.7,-10.4,17.0
1976-12-21,71,13055.74,-12.0,-1.0,-16.3,10.0
1976-12-22,71,24693.56,-16.3,-12.9,-19.8,2.0
1976-12-23,71,6467.97,-7.0,-3.1,-12.3,15.0
1976-12-24,3,24876.36,-9.5,-5.7,-13.7,0.0
1976-12-25,71,19272.77,-6.8,-2.1,-13.7,5.0
1976-12-26,73,0.00,-4.1,-2.0,-9.6,18.0
1976-12-27,3,27149.11,-16.7,-10.8,-20.7,0.0
1976-12-28,3,27184.16,-22.1,-18.8,-25.7,0.0
1976-12-29,71,18254.76,-16.5,-12.5,-20.2,9.0
1976-12-30,2,27271.18,-14.3,-11.6,-16.0,0.0
1976-12-31,71,25219.17,-18.1,-15.8,-20.6,3.0
1977-01-01,73,17132.90,-12.3,-5.6,-18.3,10.0
1977-01-02,2,27446.78,-6.5,-5.0,-8.8,0.0
1977-01-03,3,25173.30,-9.5,-5.9,-12.3,0.0
1977-01-04,73,8732.31,-6.0,-2.5,-8.9,14.0
1977-01-05,2,27672.62,-7.1,-3.9,-10.4,0.0
1977-01-06,3,23343.40,-14.9,-11.3,-17.7,0.0
1977-01-07,73,0.00,-6.7,-4.2,-13.1,22.0
1977-01-08,3,27943.55,-12.2,-6.4,-16.4,0.0
1977-01-09,3,27327.06,-16.8,-13.6,-19.1,0.0
1977-01-10,75,0.00,-15.6,-10.9,-20.0,19.0
